index, total_number_packets, total_bytes
172.16.115.234/207.90.195.6, 4, 168
172.16.114.168/128.120.237.201, 2, 84
172.16.113.105/205.168.248.2, 4, 168
172.16.117.52/204.96.116.9, 22, 924
172.16.117.132/205.130.85.6, 2, 84
172.16.115.87/206.39.184.2, 12, 504
172.16.113.204/207.32.88.29, 2, 84
172.16.114.169/206.217.169.205, 2, 84
172.16.114.50/194.27.251.21, 2866, 156150
172.16.116.201/207.178.60.136, 4, 168
172.16.112.149/167.8.29.16, 24, 1008
172.16.113.105/137.244.199.129, 4, 168
172.16.114.207/207.77.90.13, 6, 252
172.16.112.207/204.123.2.75, 16, 672
172.16.116.194/207.46.130.168, 2, 84
172.16.114.169/194.7.248.153, 321, 31565
172.16.117.103/207.25.71.27, 2, 84
172.16.114.168/206.243.238.248, 4, 168
172.16.117.52/151.193.131.15, 26, 1092
172.16.117.103/209.41.37.233, 2, 84
172.16.117.111/194.7.248.153, 131, 20034
172.16.112.149/128.138.236.18, 4, 168
172.16.117.132/204.152.167.20, 2, 84
172.16.116.194/205.181.112.66, 2, 84
172.16.116.194/128.174.95.19, 6, 252
172.16.114.207/207.68.178.209, 2, 84
172.16.115.87/209.117.195.118, 10, 420
172.16.115.5/207.77.90.13, 20, 840
172.16.117.103/207.121.190.172, 28, 1176
172.16.113.204/208.140.130.7, 395, 333384
172.16.117.52/207.25.71.27, 6, 252
172.16.117.111/151.193.131.5, 2, 84
172.16.117.52/206.132.25.71, 8, 336
172.16.115.87/204.71.191.208, 2, 84
172.16.115.87/209.22.99.13, 2, 84
172.16.115.87/207.240.85.75, 2, 84
172.16.115.5/199.185.131.62, 2, 84
172.16.115.5/204.123.2.75, 6, 252
172.16.116.201/134.177.3.28, 2, 84
172.16.113.84/206.27.130.150, 2, 84
172.16.115.5/208.134.246.201, 2, 84
172.16.112.149/38.176.11.51, 8, 336
172.16.114.168/167.8.29.15, 2, 84
172.16.116.201/205.181.112.36, 2, 84
172.16.114.169/204.251.139.35, 2, 84
172.16.113.105/198.60.134.51, 2, 84
172.16.114.168/129.219.30.12, 2, 84
172.16.116.194/207.121.190.172, 6, 252
172.16.113.204/197.182.91.233, 981, 158715
172.16.112.50/195.115.218.108, 239, 30090
172.16.114.169/206.105.64.163, 4, 168
172.16.113.105/208.221.32.46, 6, 252
172.16.113.105/209.1.206.128, 6, 252
172.16.115.5/129.48.195.226, 2, 84
172.16.113.84/198.105.232.108, 2, 84
172.16.117.103/167.8.29.15, 2, 84
172.16.117.52/209.1.112.252, 4, 168
172.16.115.87/209.49.66.74, 18, 756
172.16.115.5/134.205.165.120, 42, 1764
172.16.113.84/207.214.25.227, 2, 84
172.16.115.5/156.46.46.226, 18, 756
172.16.114.168/204.71.200.74, 8, 336
172.16.114.168/207.25.71.27, 10, 420
172.16.117.52/151.193.131.9, 6, 252
172.16.114.169/192.96.145.4, 14, 588
172.16.117.132/134.205.165.120, 2, 84
172.16.115.5/198.3.98.74, 4, 168
172.16.113.105/131.84.1.31, 6, 252
172.16.115.234/140.174.208.135, 12, 504
172.16.115.234/131.84.1.34, 8, 336
172.16.117.132/192.96.145.4, 14, 588
172.16.117.111/131.84.1.31, 20, 840
172.16.113.204/209.185.162.35, 2, 84
172.16.112.20/197.182.91.233, 155, 18757
172.16.114.169/135.8.60.182, 1059, 115144
172.16.116.194/207.8.225.130, 2, 84
172.16.116.194/206.132.25.71, 4, 168
172.16.114.168/205.181.112.217, 2, 84
172.16.113.50/197.218.177.69, 732, 145868
172.16.114.168/205.131.175.2, 4, 168
172.16.114.169/209.19.139.185, 4, 168
172.16.117.111/192.195.23.219, 2, 84
172.16.114.168/137.245.85.134, 34, 1428
172.16.116.201/192.12.64.13, 2, 84
172.16.114.207/208.134.241.155, 12, 504
135.8.60.182/172.16.113.84, 727, 81819
195.115.218.108/172.16.114.168, 505, 52818
172.16.115.5/207.25.71.27, 12, 504
172.16.115.87/195.152.37.59, 2, 84
172.16.116.194/199.95.74.93, 2, 84
172.16.113.204/207.173.143.9, 2, 84
172.16.116.201/208.221.32.46, 2, 84
172.16.117.103/206.15.106.89, 2, 84
172.16.114.207/131.84.1.31, 8, 336
172.16.116.201/140.247.197.195, 8, 336
172.16.113.204/206.99.246.5, 12, 504
172.16.117.52/207.25.71.90, 4, 168
172.16.115.87/134.205.165.120, 10, 420
172.16.112.149/208.212.146.2, 2, 84
172.16.114.168/207.25.71.37, 6, 252
172.16.115.5/198.3.99.101, 6, 252
172.16.117.132/210.173.161.135, 2, 84
172.16.113.204/205.158.6.17, 8, 336
172.16.117.132/209.25.45.61, 12, 504
172.16.113.84/192.12.64.13, 2, 84
172.16.115.5/192.12.64.13, 2, 84
172.16.114.168/209.19.139.185, 2, 84
172.16.117.103/205.216.163.90, 6, 252
172.16.117.111/207.60.166.93, 6, 252
172.16.115.87/205.181.112.65, 12, 504
172.16.113.105/136.149.142.178, 22, 924
172.16.117.111/199.181.172.241, 4, 168
172.16.113.105/207.155.120.92, 2, 84
172.16.115.5/130.91.72.195, 2, 84
172.16.112.194/196.227.33.189, 354, 36089
172.16.115.5/199.185.131.55, 2, 84
172.16.115.234/187.187.187.187, 2, 84
172.16.117.111/166.77.13.117, 2, 84
172.16.117.132/149.174.213.38, 4, 168
172.16.117.132/205.158.31.42, 4, 168
172.16.114.169/207.211.106.40, 2, 84
172.16.117.111/209.67.3.82, 8, 336
172.16.116.201/204.233.109.108, 6, 252
172.16.117.103/205.185.55.49, 2, 84
172.16.112.149/207.25.71.27, 4, 168
172.16.113.204/208.134.246.201, 9, 1086
172.16.115.234/136.149.142.178, 20, 840
172.16.117.111/152.163.210.53, 21, 2462
197.218.177.69/172.16.114.50, 76, 6672
172.16.115.87/151.193.131.5, 2, 84
172.16.116.194/208.215.239.71, 18, 756
172.16.117.103/205.216.163.92, 16, 672
172.16.113.105/207.25.71.27, 12, 504
172.16.117.52/209.143.215.163, 4, 168
172.16.114.169/187.187.187.187, 8, 336
172.16.113.105/207.121.188.40, 4, 168
172.16.114.168/207.68.181.154, 2, 84
172.16.117.132/207.46.142.37, 2, 84
172.16.113.105/207.178.60.136, 4, 168
172.16.115.5/137.245.85.134, 16, 672
172.16.116.194/151.193.131.5, 2, 84
172.16.115.234/135.13.216.191, 47, 11956
172.16.114.168/199.95.74.90, 12, 504
172.16.115.5/208.224.175.19, 2, 84
172.16.117.111/208.219.145.70, 2, 84
172.16.115.87/131.84.1.31, 14, 588
172.16.113.105/199.185.131.62, 2, 84
172.16.115.5/209.61.101.125, 14, 588
172.16.114.168/207.18.199.6, 2, 84
172.16.114.169/199.242.194.176, 2, 84
172.16.117.132/209.143.228.143, 4, 168
172.16.114.168/207.46.130.139, 18, 756
172.16.115.87/209.37.163.3, 2, 84
172.16.113.84/204.123.2.75, 8, 336
172.16.117.132/208.134.241.222, 4, 168
172.16.113.84/152.163.210.53, 4, 168
195.115.218.108/172.16.113.105, 469, 47946
172.16.117.111/199.76.198.54, 2, 84
172.16.113.105/152.163.212.127, 4, 168
172.16.114.148/206.132.25.71, 2, 84
194.27.251.21/172.16.113.84, 730, 73356
172.16.112.149/204.71.200.74, 4, 168
192.168.1.10/172.16.112.207, 131, 17348
135.8.60.182/172.16.112.149, 826, 94261
172.16.117.132/204.233.109.108, 6, 252
172.16.116.194/209.3.101.30, 2, 84
172.16.117.132/139.72.190.30, 4, 168
172.16.113.84/209.1.112.251, 4, 168
172.16.117.52/206.252.29.40, 2, 84
172.16.117.103/205.181.112.65, 34, 1428
172.16.112.207/128.32.195.46, 4, 168
172.16.112.149/187.187.187.187, 4, 168
195.73.151.50/172.16.114.148, 3558, 2673232
172.16.112.207/205.181.112.66, 2, 84
172.16.113.105/199.185.131.55, 2, 84
172.16.113.204/207.149.73.206, 205, 59294
172.16.115.5/152.163.212.171, 10, 420
172.16.115.5/152.163.212.127, 8, 336
172.16.115.234/207.238.21.16, 2, 84
172.16.115.5/208.156.32.218, 2, 84
172.16.112.149/167.8.29.8, 2, 84
172.16.117.103/207.87.175.70, 8, 336
172.16.114.169/205.181.112.29, 2, 84
172.16.113.105/207.178.60.131, 20, 840
172.16.113.204/205.181.112.36, 83, 47917
172.16.114.207/209.130.63.160, 8, 336
172.16.117.52/204.123.2.93, 2, 84
172.16.116.194/199.95.74.90, 126, 43162
172.16.113.204/204.71.177.203, 2, 84
172.16.113.84/128.120.134.2, 2, 84
172.16.112.20/196.227.33.189, 313, 35713
172.16.117.103/198.11.57.54, 10, 420
172.16.117.103/208.224.175.19, 4, 168
172.16.115.87/199.227.120.225, 2, 84
172.16.116.201/207.244.125.85, 4, 168
196.37.75.158/172.16.114.169, 830, 115470
172.16.113.84/195.115.218.108, 497, 55074
172.16.114.168/205.181.112.122, 8, 336
172.16.114.168/207.68.149.15, 2, 84
172.16.113.105/204.29.144.200, 14, 588
172.16.116.194/209.1.224.12, 18, 756
172.16.117.111/205.131.175.2, 4, 168
172.16.115.5/206.161.232.85, 8, 336
172.16.116.194/167.8.29.16, 4, 168
172.16.114.207/208.194.115.53, 4, 168
172.16.117.132/207.121.191.70, 8, 336
172.16.116.201/207.51.123.250, 4, 168
172.16.117.52/151.193.131.5, 2, 84
172.16.117.103/207.158.237.174, 12, 504
172.16.117.52/205.169.236.247, 8, 336
172.16.117.111/206.132.25.71, 22, 924
172.16.116.194/207.25.71.145, 10, 420
172.16.117.111/206.101.198.45, 4, 168
172.16.114.168/205.200.37.91, 8, 336
172.16.115.5/131.84.1.34, 20, 840
172.16.113.105/204.29.144.16, 12, 504
172.16.115.234/204.71.191.32, 2, 84
172.16.113.105/208.234.18.31, 4, 168
172.16.117.111/209.3.101.136, 2, 84
172.16.114.148/197.182.91.233, 2322, 448769
172.16.115.87/207.25.71.86, 2, 84
172.16.113.105/204.244.193.11, 2, 84
172.16.117.52/207.25.71.23, 10, 420
172.16.116.194/206.243.238.248, 2, 84
172.16.114.207/195.73.151.50, 697, 89464
172.16.115.5/207.25.71.145, 38, 1596
172.16.114.168/194.27.251.21, 782, 79016
172.16.116.201/199.172.63.64, 2, 84
172.16.117.52/204.123.2.107, 6, 252
172.16.113.204/136.149.142.178, 4, 168
172.16.113.105/131.84.1.34, 20, 840
172.16.115.234/204.152.167.20, 2, 84
172.16.112.20/194.7.248.153, 129, 16249
172.16.117.111/207.77.90.13, 26, 1092
172.16.115.87/140.148.3.27, 4, 168
172.16.116.194/209.3.101.137, 6, 252
172.16.114.168/192.208.46.158, 4, 168
172.16.117.132/209.143.228.40, 2, 84
172.16.117.132/207.25.71.145, 4, 168
172.16.117.52/196.37.75.158, 307, 60659
172.16.112.149/207.46.130.139, 2, 84
172.16.113.204/152.163.210.53, 6, 252
172.16.117.103/131.151.1.19, 4, 168
172.16.115.5/195.115.218.108, 83, 12191
172.16.114.148/194.27.251.21, 2196, 512503
172.16.116.201/199.45.202.160, 4, 168
172.16.117.103/206.246.241.132, 2, 84
172.16.114.207/207.158.250.102, 10, 420
172.16.117.52/207.77.90.12, 2, 84
172.16.117.103/207.46.148.250, 4, 168
172.16.114.207/12.16.134.203, 20, 840
172.16.117.103/128.120.237.201, 2, 84
172.16.115.5/207.46.131.143, 2, 84
172.16.117.103/205.200.37.91, 8, 336
172.16.114.207/209.68.14.202, 6, 252
172.16.114.169/207.68.161.39, 8, 336
172.16.117.52/205.228.184.61, 2, 84
172.16.115.87/205.180.57.98, 2, 84
172.16.115.87/206.243.238.248, 2, 84
172.16.113.105/194.27.251.21, 614, 66815
172.16.116.194/203.26.196.3, 2, 84
172.16.114.207/152.119.106.101, 10, 420
172.16.117.111/209.61.101.125, 8, 336
172.16.117.111/38.176.11.51, 10, 420
172.16.115.5/139.72.190.30, 6, 252
172.16.112.194/207.77.90.13, 8, 336
172.16.115.234/131.39.128.61, 6, 252
172.16.115.87/208.226.198.94, 2, 84
172.16.115.87/194.27.251.21, 62, 9092
172.16.117.52/128.192.252.5, 20, 840
172.16.113.105/207.46.130.168, 2, 84
172.16.115.5/129.79.254.195, 6, 252
172.16.115.5/206.132.10.128, 2, 84
172.16.117.111/207.68.178.148, 2, 84
172.16.117.52/204.162.80.45, 2, 84
172.16.117.103/205.181.112.122, 16, 672
172.16.113.105/209.113.183.114, 2, 84
172.16.115.87/152.163.212.171, 2, 84
172.16.117.132/207.176.252.20, 2, 84
172.16.114.168/209.204.216.36, 2, 84
194.27.251.21/192.168.1.20, 1785, 123684
172.16.115.5/206.190.33.196, 2, 84
172.16.114.50/196.227.33.189, 278, 20083
172.16.117.132/207.240.118.17, 4, 168
172.16.117.132/204.96.116.9, 22, 924
172.16.113.204/137.245.85.134, 348, 91842
172.16.115.87/204.123.2.93, 2, 84
172.16.113.204/193.130.149.130, 10, 420
172.16.113.105/199.95.74.92, 6, 252
172.16.117.103/204.71.178.121, 2, 84
172.16.112.194/206.132.25.71, 12, 504
172.16.114.168/206.132.25.71, 4, 168
172.16.117.103/205.169.236.247, 4, 168
172.16.117.132/209.100.54.65, 14, 588
196.37.75.158/172.16.113.204, 522, 64027
172.16.116.201/198.187.3.6, 8, 336
195.73.151.50/172.16.112.50, 1737, 91808
172.16.114.168/208.134.241.220, 2, 84
196.37.75.158/172.16.114.168, 608, 63987
172.16.113.204/204.250.200.20, 33, 20509
172.16.114.148/207.25.71.27, 12, 504
172.16.114.168/131.84.1.31, 4, 168
172.16.114.168/207.3.227.5, 2, 84
172.16.115.87/207.25.71.178, 22, 924
172.16.115.234/204.71.200.74, 4, 168
172.16.112.207/196.227.33.189, 506, 54012
172.16.114.168/198.3.99.199, 2, 84
172.16.116.201/207.176.252.20, 2, 84
172.16.115.87/187.187.187.187, 12, 504
172.16.113.204/206.27.130.150, 20, 2391
172.16.114.168/207.240.40.66, 4, 168
172.16.113.204/205.181.112.122, 10, 1207
172.16.117.111/207.25.71.145, 4, 168
172.16.112.194/129.128.4.241, 4, 168
172.16.115.5/171.21.80.34, 8, 336
172.16.115.5/209.22.99.13, 10, 420
172.16.113.105/207.87.31.72, 4, 168
172.16.115.87/206.40.199.51, 4, 168
172.16.115.87/139.72.190.30, 6, 252
172.16.115.5/209.132.59.207, 2, 84
172.16.113.105/198.97.93.30, 6, 252
172.16.117.103/207.46.130.139, 2, 84
172.16.114.169/197.182.91.233, 805, 96011
172.16.115.5/208.201.252.114, 2, 84
172.16.115.5/208.144.113.29, 8, 336
172.16.117.103/207.18.199.6, 2, 84
172.16.116.201/206.111.60.162, 2, 84
172.16.117.103/202.185.245.10, 6, 252
172.16.117.103/194.95.218.132, 2, 84
172.16.115.5/128.200.126.12, 2, 84
172.16.113.105/206.132.10.128, 2, 84
172.16.117.111/209.130.63.160, 8, 336
172.16.117.52/208.134.246.201, 2, 84
172.16.115.5/207.235.95.4, 4, 168
172.16.117.52/151.193.131.25, 6, 252
172.16.112.194/152.163.210.8, 2, 84
172.16.112.207/198.137.240.91, 4, 168
172.16.116.194/194.17.55.67, 2, 84
194.7.248.153/172.16.113.105, 328, 35490
172.16.114.148/196.227.33.189, 3493, 2851084
172.16.114.207/207.124.103.8, 2, 84
172.16.113.105/128.169.92.17, 8, 336
172.16.114.168/207.176.40.219, 2, 84
172.16.115.5/204.71.242.42, 12, 504
135.13.216.191/172.16.112.194, 819, 111362
172.16.115.5/128.8.10.29, 4, 168
172.16.115.234/205.216.146.123, 10, 420
172.16.117.132/205.169.236.247, 8, 336
172.16.117.52/204.117.137.231, 2, 84
172.16.114.207/208.194.115.139, 2, 84
172.16.113.105/199.95.74.90, 2, 84
172.16.113.105/205.164.196.10, 14, 588
172.16.113.105/204.152.167.20, 2, 84
172.16.112.207/135.8.60.182, 838, 95675
172.16.115.5/205.169.236.247, 2, 84
172.16.114.207/204.202.129.247, 14, 1079
172.16.114.168/151.193.131.9, 4, 168
172.16.117.111/204.244.192.12, 4, 168
172.16.114.207/198.93.24.27, 2, 84
172.16.113.204/209.43.240.171, 32, 1344
172.16.113.84/152.163.212.171, 2, 84
135.13.216.191/172.16.113.84, 907, 125034
172.16.112.149/207.33.169.43, 6, 252
172.16.113.204/208.134.241.204, 2, 84
172.16.117.103/204.162.80.140, 2, 84
172.16.114.168/192.208.46.102, 2, 84
172.16.113.105/202.139.249.250, 2, 84
172.16.116.194/129.170.38.51, 2, 84
195.115.218.108/172.16.113.50, 99, 9274
172.16.114.169/204.162.80.136, 16, 672
172.16.114.168/209.8.150.31, 12, 504
172.16.116.194/204.244.193.11, 2, 84
172.16.115.87/205.181.112.122, 4, 168
172.16.115.5/206.79.179.170, 2, 84
172.16.114.168/204.238.155.93, 2, 84
196.37.75.158/172.16.113.105, 711, 83613
172.16.115.87/152.163.210.53, 8, 336
172.16.117.132/204.17.6.160, 4, 168
172.16.114.169/204.162.80.45, 4, 168
172.16.117.103/204.152.167.20, 2, 84
172.16.115.234/208.147.89.70, 2, 84
172.16.117.132/204.123.2.75, 18, 756
172.16.116.201/134.205.165.120, 20, 840
172.16.114.169/129.63.152.3, 6, 252
172.16.116.201/192.74.137.5, 8, 336
172.16.116.201/199.95.74.92, 6, 252
172.16.117.103/192.208.46.158, 4, 168
172.16.114.207/199.181.172.241, 6, 252
172.16.117.111/129.48.28.13, 6, 252
172.16.113.105/152.163.212.171, 4, 168
172.16.113.105/204.71.177.159, 2, 84
172.16.113.105/207.25.71.37, 4, 168
172.16.116.44/209.1.112.251, 28, 1176
172.16.117.103/205.181.112.217, 2, 84
172.16.113.84/192.208.46.102, 2, 84
172.16.113.105/199.172.144.24, 2, 84
172.16.117.52/207.68.137.69, 2, 84
172.16.115.87/207.68.181.154, 2, 84
172.16.115.234/206.137.188.7, 22, 924
172.16.117.132/192.150.12.103, 6, 252
172.16.112.207/209.100.88.8, 2, 84
172.16.117.132/209.43.33.81, 2, 84
172.16.113.204/38.165.144.107, 1232, 588227
172.16.117.52/209.143.215.156, 2, 84
172.16.115.5/204.34.175.79, 6, 252
172.16.115.5/208.226.198.94, 2, 84
172.16.113.105/128.174.95.19, 6, 252
172.16.115.87/128.252.130.12, 8, 336
172.16.112.149/205.160.191.2, 4, 168
172.16.115.5/208.212.212.232, 6, 252
172.16.113.204/152.163.212.171, 40, 5766
172.16.112.149/199.95.74.93, 2, 84
172.16.113.105/207.46.130.139, 30, 1260
172.16.117.52/204.162.80.136, 8, 336
172.16.117.111/198.202.75.101, 4, 168
172.16.113.204/204.71.200.74, 12, 504
197.182.91.233/172.16.113.50, 216, 34017
172.16.117.132/208.226.198.94, 2, 84
172.16.114.168/195.73.151.50, 428, 41877
172.16.114.168/206.246.241.132, 2, 84
172.16.114.168/204.71.180.10, 10, 420
172.16.114.168/195.200.4.18, 4, 168
172.16.114.168/198.105.232.108, 2, 84
172.16.114.168/152.163.210.53, 2, 84
172.16.114.168/130.219.4.100, 2, 84
172.16.112.194/204.152.167.20, 4, 168
197.182.91.233/172.16.114.207, 779, 81071
172.16.114.169/194.98.7.131, 4, 168
172.16.113.105/160.147.68.21, 2, 84
172.16.117.103/198.3.98.99, 18, 756
172.16.115.5/207.46.148.250, 6, 252
172.16.115.87/207.77.90.13, 6, 252
172.16.113.84/207.32.88.29, 2, 84
172.16.114.169/204.123.2.75, 6, 252
172.16.113.105/134.205.165.120, 30, 1260
195.73.151.50/172.16.113.204, 565, 58124
172.16.113.204/205.181.112.46, 39, 3597
172.16.116.194/140.247.197.195, 2, 84
172.16.115.5/208.147.89.70, 8, 336
172.16.115.5/198.3.99.130, 2, 84
172.16.112.149/207.121.185.180, 2, 84
172.16.116.194/207.25.71.27, 4, 168
172.16.117.132/207.46.148.250, 4, 168
172.16.113.204/129.128.65.22, 73, 37148
172.16.114.207/209.132.40.55, 4, 168
172.16.115.5/207.68.158.19, 2, 84
172.16.117.103/206.196.140.2, 8, 336
172.16.117.103/199.95.74.92, 2, 84
172.16.115.5/204.101.251.229, 2, 84
172.16.113.105/152.175.1.197, 2, 84
172.16.115.5/192.234.101.69, 2, 84
172.16.116.201/208.225.154.65, 6, 252
172.16.115.234/207.36.80.170, 2, 84
172.16.117.103/206.19.42.11, 10, 420
172.16.113.204/204.250.200.22, 13, 2454
172.16.112.149/197.218.177.69, 4699, 3720792
172.16.113.84/207.77.90.13, 8, 336
172.16.114.168/209.3.101.139, 2, 84
172.16.115.87/204.141.25.78, 18, 756
172.16.114.169/204.29.20.21, 2, 84
172.16.112.207/197.218.177.69, 2416, 944447
172.16.117.111/209.100.88.8, 4, 168
172.16.116.194/204.244.192.12, 2, 84
172.16.117.111/209.132.40.55, 4, 168
172.16.113.84/129.128.4.241, 4, 168
172.16.117.132/167.8.29.16, 6, 252
172.16.113.84/205.181.112.65, 20, 840
172.16.113.84/205.181.112.122, 8, 336
172.16.115.5/207.68.137.69, 4, 168
172.16.115.87/134.205.131.29, 2, 84
172.16.117.52/205.228.184.153, 2, 84
172.16.112.194/187.187.187.187, 2, 84
196.37.75.158/172.16.113.50, 56, 6767
172.16.114.207/204.162.96.20, 2, 84
172.16.117.103/206.196.133.98, 20, 840
172.16.112.149/142.58.111.2, 2, 84
192.168.1.20/192.168.1.10, 9, 464
172.16.114.207/207.60.166.93, 6, 252
172.16.116.194/206.184.238.129, 2, 84
172.16.115.87/165.247.1.13, 2, 84
172.16.114.168/204.244.192.12, 2, 84
172.16.116.201/209.67.19.194, 2, 84
172.16.117.52/204.123.9.72, 2, 84
172.16.116.194/209.3.101.136, 2, 84
172.16.116.201/209.100.54.65, 14, 588
172.16.113.105/135.13.216.191, 1319, 170981
172.16.117.103/206.132.25.71, 6, 252
172.16.117.132/199.242.194.176, 2, 84
172.16.114.169/165.230.116.132, 8, 336
172.16.117.103/207.214.25.227, 2, 84
172.16.114.168/208.28.204.71, 2, 84
172.16.113.105/209.19.139.185, 2, 84
172.16.117.111/167.8.29.16, 6, 252
172.16.114.168/207.158.194.140, 2, 84
172.16.116.44/208.226.198.94, 12, 504
172.16.117.111/209.1.224.12, 10, 420
172.16.113.105/197.182.91.233, 567, 83080
172.16.114.148/135.13.216.191, 2508, 595752
172.16.117.132/209.143.215.156, 2, 84
172.16.115.5/131.84.1.60, 4, 168
172.16.117.52/165.230.116.132, 4, 168
197.182.91.233/172.16.112.207, 550, 70827
172.16.115.87/152.163.210.8, 2, 84
172.16.112.207/167.8.29.16, 16, 672
172.16.112.149/195.73.151.50, 192, 21003
172.16.115.5/165.247.199.62, 2, 84
172.16.117.132/187.187.187.187, 8, 336
172.16.118.30/209.12.13.144, 11318, 1475008
194.27.251.21/172.16.114.207, 626, 64215
172.16.114.168/207.46.130.168, 2, 84
172.16.117.111/207.82.213.72, 2, 84
172.16.113.84/209.8.150.31, 12, 504
172.16.112.207/166.77.13.117, 2, 84
172.16.115.87/204.152.167.20, 2, 84
172.16.113.105/128.163.161.40, 4, 168
172.16.115.5/38.176.11.53, 2, 84
172.16.114.168/207.77.90.73, 2, 84
172.16.115.87/209.185.162.35, 2, 84
172.16.112.20/194.27.251.21, 207, 25218
172.16.113.105/206.252.29.43, 14, 588
172.16.114.168/207.68.137.69, 2, 84
172.16.115.87/204.123.2.107, 2, 84
172.16.116.194/137.78.28.58, 2, 84
172.16.117.52/205.214.59.221, 4, 168
195.73.151.50/172.16.113.105, 331, 36283
172.16.117.111/204.71.188.152, 10, 420
172.16.115.5/131.151.1.19, 2, 84
135.8.60.182/172.16.113.204, 765, 85248
172.16.117.111/137.78.28.58, 2, 84
172.16.117.52/209.25.45.61, 14, 588
172.16.116.201/208.201.224.18, 2, 84
172.16.115.234/204.249.184.55, 10, 420
172.16.113.84/129.128.65.22, 8, 336
172.16.114.168/194.17.55.67, 2, 84
172.16.116.194/207.25.144.19, 2, 84
172.16.116.201/131.84.1.31, 4, 168
172.16.117.132/203.97.45.15, 2, 84
172.16.114.169/195.115.218.108, 775, 81106
172.16.117.103/205.147.50.59, 2, 84
172.16.116.201/192.160.127.226, 2, 84
172.16.115.5/160.147.68.21, 2, 84
172.16.114.148/207.46.148.250, 2, 84
172.16.114.168/187.187.187.187, 6, 252
172.16.115.5/204.152.167.20, 16, 672
172.16.117.103/195.11.145.252, 2, 84
172.16.115.5/198.3.98.99, 10, 420
172.16.117.132/204.29.20.21, 2, 84
172.16.112.149/194.7.248.153, 670, 70010
172.16.113.105/205.153.28.61, 2, 84
172.16.113.204/207.87.128.114, 10, 1384
172.16.116.201/207.25.71.145, 10, 420
172.16.114.207/206.132.25.71, 24, 1008
172.16.114.148/136.149.142.178, 30, 1260
172.16.115.234/165.254.83.124, 6, 252
172.16.113.105/207.25.71.149, 2, 84
172.16.113.204/198.233.40.6, 12, 504
172.16.114.207/187.187.187.187, 2, 84
172.16.117.52/199.95.74.90, 6, 252
172.16.113.105/205.181.112.65, 4, 168
172.16.114.168/192.5.41.239, 195, 8092
