index, bytes_client_server, bytes_server_client
172.16.112.149/204.71.177.164, 44, 40
192.168.1.10/172.16.112.194, 12779, 3612
172.16.112.194/204.71.177.71, 44, 40
172.16.116.201/152.175.34.64, 484, 440
172.16.114.169/205.181.112.65, 220, 200
172.16.117.52/152.163.210.11, 44, 40
172.16.114.148/207.40.241.101, 132, 120
172.16.113.105/194.150.11.10, 44, 40
135.13.216.191/172.16.114.50, 22859, 31476
192.168.1.10/172.16.114.168, 7660, 2601
172.16.113.204/204.89.144.15, 44, 40
197.182.91.233/172.16.113.50, 4477, 949
196.227.33.189/172.16.114.168, 18249, 9836
172.16.114.148/204.71.177.71, 44, 40
172.16.114.169/196.227.33.189, 28043, 33565
172.16.115.234/204.71.177.145, 44, 40
172.16.112.149/204.152.167.20, 176, 160
172.16.117.103/134.152.23.6, 44, 40
172.16.115.234/207.46.148.249, 220, 200
172.16.116.44/209.116.214.15, 88, 80
172.16.113.204/209.41.61.94, 44, 40
172.16.117.103/207.25.71.145, 220, 200
172.16.113.84/206.111.61.229, 44, 40
172.16.116.201/204.97.16.3, 220, 200
172.16.112.149/192.239.92.203, 44, 40
172.16.112.149/204.71.200.242, 44, 40
172.16.115.5/207.25.71.145, 88, 80
172.16.112.149/199.95.74.90, 440, 400
172.16.117.103/209.185.106.215, 88, 80
172.16.116.201/207.55.155.123, 44, 40
172.16.114.148/152.163.210.11, 88, 80
172.16.113.105/208.3.139.230, 44, 40
172.16.115.234/135.13.216.191, 2716, 15364
172.16.112.194/209.67.183.23, 132, 120
197.218.177.69/172.16.113.204, 1202457, 63100
172.16.116.194/207.46.148.249, 44, 40
172.16.117.52/207.25.71.145, 220, 200
172.16.113.204/206.86.247.49, 44, 40
172.16.113.84/198.3.98.99, 44, 40
172.16.112.194/152.163.210.11, 44, 40
172.16.116.44/204.123.2.66, 88, 80
172.16.112.207/196.3.140.2, 88, 80
172.16.112.194/209.3.171.239, 88, 80
172.16.116.44/199.95.74.90, 88, 80
172.16.117.132/204.62.133.193, 44, 40
172.16.115.234/167.8.29.16, 44, 40
172.16.114.207/207.46.131.143, 44, 40
172.16.114.168/206.28.149.8, 44, 40
172.16.113.84/209.178.49.14, 44, 40
172.16.114.50/195.115.218.108, 10964, 7622
172.16.115.234/192.9.24.116, 88, 80
209.117.157.183/172.16.112.50, 4719, 6531
172.16.117.132/207.25.71.25, 528, 480
172.16.117.52/149.75.4.13, 44, 40
195.73.151.50/172.16.113.84, 15345, 10094
172.16.114.148/206.222.66.47, 44, 40
172.16.113.204/207.46.130.168, 88, 80
172.16.112.207/205.181.112.65, 88, 80
194.27.251.21/172.16.112.194, 317204, 6400408
192.168.1.10/172.16.112.207, 8006, 2642
172.16.112.149/209.185.43.224, 44, 40
172.16.112.149/167.8.29.15, 44, 40
172.16.112.20/194.27.251.21, 7431, 2726
172.16.113.84/204.71.242.233, 44, 40
172.16.114.207/210.173.161.139, 88, 80
172.16.114.207/204.202.136.230, 88, 80
195.115.218.108/172.16.113.50, 4144, 2887
172.16.112.207/132.60.26.15, 44, 40
172.16.112.207/207.46.148.249, 132, 120
172.16.112.149/139.72.190.26, 176, 160
172.16.116.201/143.166.224.45, 44, 40
172.16.112.207/131.15.144.55, 176, 160
172.16.114.168/207.25.71.145, 88, 80
172.16.113.84/136.149.142.178, 484, 440
172.16.112.20/135.13.216.191, 20700, 6448
172.16.113.84/208.135.131.22, 88, 80
172.16.114.50/196.37.75.158, 15436, 10759
172.16.117.103/206.156.142.98, 88, 80
172.16.115.87/135.13.216.191, 4450, 33380
172.16.112.207/207.25.71.145, 176, 160
172.16.114.207/205.181.112.65, 44, 40
172.16.112.20/197.182.91.233, 2365, 854
172.16.117.103/206.71.77.228, 44, 40
172.16.112.194/209.1.224.15, 352, 320
172.16.117.132/209.130.2.129, 44, 40
172.16.113.105/207.158.238.25, 176, 160
172.16.116.201/209.26.69.29, 44, 40
172.16.112.207/204.162.80.182, 88, 80
172.16.117.132/207.33.146.20, 220, 200
172.16.116.201/206.71.77.228, 44, 40
172.16.112.194/131.215.134.21, 44, 40
209.30.71.165/172.16.112.50, 4700, 6529
172.16.114.207/136.149.142.178, 352, 320
172.16.112.207/207.170.100.29, 44, 40
172.16.113.84/204.123.2.69, 88, 80
172.16.112.50/196.227.33.189, 24945, 20918
172.16.113.204/209.1.112.251, 44, 40
196.227.33.189/172.16.113.84, 14081, 7259
172.16.115.234/204.27.201.50, 44, 40
172.16.114.207/209.1.112.252, 44, 40
172.16.112.149/209.113.183.114, 44, 40
172.16.113.204/207.51.123.250, 88, 80
172.16.112.207/205.181.112.122, 44, 40
195.73.151.50/172.16.114.169, 24603, 19195
172.16.116.44/204.152.167.20, 264, 240
172.16.114.148/205.131.175.2, 44, 40
197.182.91.233/172.16.112.149, 54495, 33226
172.16.117.52/207.25.71.141, 88, 80
172.16.117.132/196.37.75.158, 2788, 22296
172.16.114.168/196.37.75.158, 35599, 31439
172.16.112.149/207.155.125.158, 44, 40
172.16.112.149/207.240.118.17, 88, 80
172.16.112.20/135.8.60.182, 9020, 2765
172.16.112.207/196.37.75.158, 27106, 26555
172.16.112.207/12.3.191.20, 308, 280
172.16.116.201/207.68.156.95, 88, 80
172.16.116.201/198.3.99.199, 44, 40
172.16.112.194/128.214.248.6, 44, 40
172.16.116.201/137.245.85.134, 88, 80
172.16.114.168/206.28.149.16, 44, 40
172.16.117.103/167.8.167.62, 44, 40
172.16.116.44/205.205.225.2, 44, 40
172.16.112.207/197.218.177.69, 53226, 2945767
172.16.112.194/195.11.138.58, 88, 80
172.16.117.132/206.79.179.170, 88, 80
172.16.117.132/204.123.2.93, 44, 40
172.16.115.234/205.205.225.2, 44, 40
194.7.248.153/172.16.112.207, 28575, 23199
172.16.113.84/207.68.156.95, 44, 40
172.16.117.103/209.207.5.102, 88, 80
172.16.112.194/204.249.164.2, 44, 40
172.16.115.234/204.123.2.93, 132, 120
172.16.114.207/209.25.64.103, 176, 160
172.16.112.207/209.67.19.98, 44, 40
172.16.113.105/204.162.80.141, 44, 40
172.16.114.168/206.71.77.228, 440, 400
172.16.117.111/205.131.175.20, 44, 40
172.16.114.207/143.89.53.151, 44, 40
172.16.113.204/198.3.98.160, 88, 80
172.16.113.204/206.135.140.28, 88, 80
172.16.112.149/204.71.177.219, 44, 40
172.16.117.103/209.26.69.29, 44, 40
172.16.116.194/194.7.248.153, 1800, 5838
172.16.115.87/207.25.71.145, 88, 80
172.16.113.84/207.68.149.20, 220, 200
172.16.117.103/204.152.167.20, 88, 80
172.16.117.111/197.182.91.233, 362, 534
172.16.112.194/137.138.131.253, 220, 200
172.16.113.84/204.146.18.33, 88, 80
172.16.117.132/206.39.184.2, 44, 40
172.16.116.44/134.205.165.120, 3476, 3160
172.16.117.103/149.111.34.35, 44, 40
172.16.115.87/207.68.156.95, 44, 40
172.16.113.84/209.100.145.3, 88, 80
172.16.113.84/207.46.131.13, 132, 120
172.16.114.148/131.84.1.31, 44, 40
172.16.115.234/192.102.198.18, 44, 40
172.16.114.168/139.142.67.44, 88, 80
172.16.113.84/207.46.148.249, 88, 80
172.16.116.44/209.1.224.15, 924, 840
172.16.116.201/128.32.109.245, 44, 40
172.16.112.207/136.149.142.178, 88, 80
172.16.117.132/204.152.167.20, 132, 120
172.16.116.194/207.25.71.25, 176, 160
172.16.117.132/204.123.2.66, 220, 200
172.16.112.20/196.227.33.189, 28042, 9553
172.16.115.87/136.149.142.178, 88, 80
172.16.113.204/199.50.26.17, 44, 40
172.16.113.84/209.132.20.116, 44, 40
172.16.117.132/209.1.206.11, 352, 320
172.16.115.234/208.202.26.211, 132, 120
172.16.116.201/199.35.192.152, 176, 160
172.16.113.204/205.177.58.116, 264, 240
172.16.112.149/192.239.92.47, 44, 40
172.16.114.207/209.41.61.94, 44, 40
172.16.115.234/205.216.163.83, 44, 40
172.16.115.5/135.8.60.182, 2770, 10076
172.16.117.132/209.203.232.68, 176, 160
202.247.224.89/172.16.112.50, 4758, 6531
197.182.91.233/172.16.112.207, 40541, 21380
172.16.116.201/206.39.184.2, 88, 80
172.16.112.149/206.79.171.51, 440, 400
172.16.117.52/128.164.127.251, 308, 280
172.16.113.84/207.25.71.145, 176, 160
172.16.114.168/143.89.53.151, 44, 40
172.16.112.149/38.249.212.12, 44, 40
172.16.115.234/209.116.214.15, 88, 80
194.7.248.153/172.16.114.148, 45570, 690617
172.16.113.105/206.243.238.248, 88, 80
172.16.113.84/204.71.177.164, 44, 40
172.16.114.207/206.28.149.8, 44, 40
172.16.113.204/204.152.167.20, 132, 120
172.16.114.207/129.53.216.5, 176, 160
172.16.117.103/198.3.98.99, 44, 40
172.16.114.168/135.8.60.182, 32085, 30753
172.16.114.207/136.149.142.85, 44, 40
195.115.218.108/172.16.116.194, 3503, 27650
172.16.116.201/205.181.211.160, 44, 40
172.16.117.132/207.25.71.21, 44, 40
195.73.151.50/172.16.114.148, 42121, 208234
172.16.117.132/207.25.71.65, 44, 40
195.115.218.108/172.16.113.204, 28034, 27160
172.16.116.201/128.63.247.128, 44, 40
172.16.116.201/207.170.100.29, 264, 240
172.16.112.207/198.3.99.101, 88, 80
172.16.115.5/204.152.167.20, 44, 40
172.16.113.204/131.84.1.31, 396, 360
172.16.113.84/192.254.26.2, 308, 280
172.16.117.103/206.79.229.16, 220, 200
172.16.114.207/207.25.71.145, 88, 80
172.16.113.84/204.170.22.82, 44, 40
172.16.112.50/194.27.251.21, 32841, 37044
172.16.113.204/205.131.175.5, 44, 40
172.16.113.105/131.84.1.68, 44, 40
172.16.115.234/139.72.190.26, 308, 280
196.37.75.158/172.16.113.84, 28995, 23322
172.16.116.201/199.35.192.127, 132, 120
172.16.116.201/198.174.169.49, 176, 160
172.16.114.168/209.41.61.94, 44, 40
172.16.116.44/205.177.228.202, 44, 40
172.16.117.111/167.8.29.15, 44, 40
172.16.114.207/204.146.28.55, 44, 40
172.16.114.148/194.27.251.21, 512220, 60537
172.16.112.149/194.7.248.153, 37349, 36283
172.16.113.105/192.68.44.135, 44, 40
172.16.116.44/205.228.184.153, 44, 40
172.16.112.149/204.123.2.93, 88, 80
172.16.113.84/187.187.187.187, 220, 200
172.16.116.201/207.12.170.7, 44, 40
172.16.112.207/204.123.2.93, 44, 40
172.16.113.105/206.216.18.35, 352, 320
172.16.113.105/196.37.75.158, 28144, 26370
197.182.91.233/172.16.112.194, 91032, 34781
172.16.116.44/192.9.24.116, 88, 80
172.16.116.201/205.131.175.20, 44, 40
172.16.112.207/204.146.18.33, 88, 80
197.218.177.69/172.16.112.194, 197223, 38892
172.16.112.194/135.8.60.182, 34789, 34961
172.16.113.204/12.3.191.20, 308, 280
196.37.75.158/172.16.113.50, 6659, 2794
172.16.114.168/137.245.85.134, 220, 200
172.16.117.103/207.168.8.10, 44, 40
172.16.117.132/62.52.69.80, 176, 160
172.16.114.148/205.228.252.14, 88, 80
172.16.112.149/195.115.218.108, 26014, 22526
172.16.114.169/205.181.112.114, 44, 40
172.16.116.201/206.132.25.71, 264, 240
172.16.114.207/207.68.156.95, 44, 40
172.16.115.234/204.162.96.34, 176, 160
172.16.117.111/209.1.224.15, 176, 160
172.16.112.149/204.162.80.141, 264, 240
194.27.251.21/172.16.114.169, 43518, 31389
172.16.112.194/206.79.171.51, 44, 40
192.168.1.10/172.16.113.84, 31740, 7840
172.16.112.20/195.115.218.108, 28401, 8793
172.16.112.149/167.8.29.16, 44, 40
172.16.116.201/187.187.187.187, 44, 40
172.16.114.207/62.52.69.77, 44, 40
195.73.151.50/172.16.112.207, 12783, 12345
172.16.116.44/209.130.54.80, 88, 80
172.16.112.149/134.205.131.29, 44, 40
172.16.117.132/212.48.2.23, 44, 40
172.16.113.204/209.67.19.98, 44, 40
172.16.113.105/135.13.216.191, 40042, 43001
206.48.44.18/172.16.112.50, 4742, 6527
172.16.113.84/204.71.177.71, 352, 320
196.37.75.158/172.16.114.148, 49740, 279524
135.13.216.191/172.16.115.5, 2245, 11573
172.16.112.149/209.68.3.136, 176, 160
172.16.112.207/207.68.178.178, 44, 40
172.16.112.207/207.155.76.245, 44, 40
172.16.117.132/192.101.147.17, 308, 280
172.16.116.201/205.153.29.195, 44, 40
172.16.117.103/209.133.94.142, 44, 40
172.16.113.84/152.163.212.173, 44, 40
172.16.112.194/204.243.96.55, 44, 40
172.16.114.207/206.71.77.228, 352, 320
172.16.113.84/204.123.2.66, 132, 120
172.16.117.132/192.111.219.6, 352, 320
172.16.117.132/207.126.101.188, 44, 40
172.16.113.204/195.73.151.50, 27786, 26899
172.16.112.194/131.6.187.206, 44, 40
172.16.113.204/198.3.99.120, 440, 400
172.16.114.207/139.142.67.44, 88, 80
172.16.117.103/149.111.34.34, 308, 280
172.16.117.52/199.190.75.2, 176, 160
172.16.117.103/160.111.100.65, 44, 40
172.16.113.204/143.101.250.20, 396, 360
209.12.13.144/172.16.112.50, 1398, 1255
172.16.112.207/209.19.139.185, 264, 240
172.16.113.105/129.65.98.2, 132, 120
172.16.114.168/195.115.218.108, 17982, 21827
172.16.113.84/204.162.80.140, 44, 40
172.16.116.201/160.111.100.65, 44, 40
172.16.117.132/204.250.200.22, 88, 80
172.16.113.105/205.181.112.65, 44, 40
195.73.151.50/172.16.114.50, 6079, 3176
172.16.112.207/209.100.145.3, 88, 80
172.16.114.207/206.28.149.16, 44, 40
172.16.117.132/137.71.23.20, 44, 40
172.16.114.168/206.79.171.51, 264, 240
172.16.117.52/152.163.210.14, 44, 40
172.16.115.234/207.87.25.48, 44, 40
172.16.112.194/12.4.244.4, 44, 40
172.16.117.103/198.102.244.44, 264, 240
208.239.5.230/172.16.112.50, 4766, 6529
196.227.33.189/172.16.112.149, 32150, 29795
135.13.216.191/172.16.112.207, 49276, 32871
172.16.113.84/209.197.81.175, 44, 40
172.16.112.194/207.139.107.12, 44, 40
172.16.113.105/207.25.71.145, 44, 40
195.115.218.108/172.16.112.194, 24040, 21748
172.16.112.207/199.95.74.90, 88, 80
172.16.117.132/192.41.42.200, 44, 40
172.16.117.132/206.16.140.4, 44, 40
172.16.116.44/129.105.213.70, 44, 40
194.27.251.21/172.16.114.50, 10570, 14184
172.16.112.207/204.17.42.16, 44, 40
172.16.117.103/152.163.210.11, 44, 40
172.16.114.148/38.15.254.104, 176, 160
172.16.114.169/135.8.60.182, 18118, 20703
172.16.117.132/207.25.71.145, 3727, 41559
172.16.116.201/209.135.24.2, 132, 120
195.73.151.50/172.16.112.149, 22630, 18453
172.16.112.194/209.5.56.2, 220, 200
172.16.116.201/198.3.230.11, 44, 40
172.16.116.201/206.117.180.79, 528, 480
172.16.117.103/209.49.75.190, 132, 120
172.16.114.207/207.51.123.250, 88, 80
172.16.112.207/192.220.208.24, 176, 160
172.16.115.234/134.205.131.29, 44, 40
207.230.54.203/172.16.114.50, 9506, 9257
172.16.117.132/207.77.90.77, 176, 160
172.16.115.5/207.46.130.14, 132, 120
172.16.112.207/131.84.1.31, 176, 160
172.16.112.149/194.27.251.21, 41490, 43138
196.227.33.189/172.16.113.105, 17864, 16268
172.16.114.207/144.3.144.13, 132, 120
172.16.112.194/195.188.218.116, 88, 80
172.16.117.132/207.121.190.172, 44, 40
172.16.116.201/206.83.105.134, 88, 80
172.16.113.105/195.73.151.50, 37215, 37600
172.16.112.149/207.46.131.13, 88, 80
172.16.117.132/209.130.5.122, 44, 40
172.16.112.194/140.175.21.20, 88, 80
172.16.116.201/207.25.71.65, 44, 40
195.73.151.50/172.16.113.50, 8514, 2849
172.16.113.84/152.163.212.59, 44, 40
172.16.114.207/205.169.236.247, 132, 120
194.7.248.153/172.16.114.168, 18683, 18571
172.16.112.149/203.120.90.66, 44, 40
172.16.114.168/209.25.64.103, 132, 120
192.168.1.10/172.16.114.207, 2656, 854
172.16.112.20/194.7.248.153, 19866, 6048
172.16.117.132/207.46.148.249, 2288, 17570
172.16.117.132/159.87.93.2, 44, 40
172.16.117.132/38.182.95.6, 44, 40
194.27.251.21/172.16.113.84, 41521, 36039
172.16.113.84/207.155.125.158, 44, 40
172.16.117.103/207.46.130.14, 352, 320
172.16.112.149/160.147.68.21, 44, 40
172.16.115.234/152.163.210.11, 44, 40
172.16.113.84/152.163.210.11, 88, 80
172.16.112.149/204.71.177.71, 528, 480
172.16.113.204/152.163.210.14, 88, 80
172.16.117.132/194.27.251.21, 4038, 33090
172.16.116.201/204.17.42.16, 44, 40
172.16.112.149/207.25.71.145, 132, 120
205.231.28.163/172.16.112.50, 4716, 6529
172.16.112.149/204.71.191.226, 88, 80
172.16.113.204/209.25.64.103, 132, 120
172.16.112.149/132.183.145.103, 44, 40
172.16.112.149/135.13.216.191, 38742, 40432
172.16.114.207/192.254.26.2, 264, 240
172.16.117.111/204.152.167.20, 44, 40
195.73.151.50/172.16.114.207, 12127, 9383
172.16.115.234/199.107.82.50, 88, 80
172.16.116.201/209.67.19.194, 44, 40
172.16.113.204/198.5.212.11, 44, 40
172.16.116.201/209.1.224.15, 484, 440
172.16.114.50/196.227.33.189, 11174, 10864
172.16.113.84/192.239.92.47, 44, 40
172.16.114.207/207.46.130.14, 132, 120
207.75.239.115/172.16.112.50, 9444, 13062
172.16.116.201/208.14.124.223, 44, 40
197.182.91.233/172.16.116.22, 616, 0
172.16.113.105/195.115.218.108, 31716, 26573
172.16.116.44/207.25.71.145, 88, 80
172.16.116.44/206.83.105.134, 88, 80
172.16.113.204/206.160.225.18, 132, 120
172.16.116.201/207.25.71.145, 264, 240
172.16.117.132/207.159.129.101, 132, 120
195.115.218.108/172.16.114.169, 26313, 27232
197.182.91.233/172.16.113.84, 41882, 24209
194.27.251.21/172.16.112.207, 41318, 33451
135.13.216.191/172.16.114.168, 35812, 36215
172.16.115.234/204.123.9.97, 88, 80
172.16.112.207/131.158.8.11, 220, 200
172.16.117.132/206.81.247.141, 44, 40
172.16.113.84/205.181.112.122, 44, 40
172.16.116.44/209.22.99.13, 572, 520
172.16.115.234/166.84.59.23, 44, 40
172.16.112.149/204.71.200.101, 44, 40
172.16.116.201/204.152.167.20, 352, 320
172.16.113.204/205.181.112.68, 44, 40
172.16.113.84/209.19.139.185, 264, 240
172.16.112.207/207.68.156.95, 44, 40
172.16.114.148/136.149.142.178, 264, 240
172.16.113.204/192.188.162.131, 44, 40
172.16.113.105/204.162.96.34, 132, 120
172.16.112.194/209.67.25.100, 88, 80
172.16.115.234/194.7.248.153, 2695, 8071
172.16.113.84/207.240.102.83, 44, 40
172.16.114.169/207.25.71.25, 132, 120
172.16.117.52/206.79.31.15, 132, 120
172.16.112.194/204.253.162.4, 44, 40
172.16.113.204/205.198.116.30, 88, 80
172.16.113.84/209.27.46.221, 44, 40
172.16.112.149/209.85.121.65, 44, 40
172.16.117.52/192.208.46.158, 44, 40
172.16.113.84/199.94.100.2, 132, 120
172.16.117.52/195.188.39.115, 44, 40
172.16.112.50/205.160.208.190, 422930, 344229
172.16.114.207/194.7.248.153, 15926, 13452
172.16.113.204/207.46.131.13, 44, 40
172.16.114.207/167.8.29.15, 88, 80
172.16.112.194/209.1.112.251, 44, 40
206.229.221.82/172.16.113.50, 57380, 56940
172.16.113.204/209.1.112.252, 44, 40
196.37.75.158/172.16.112.149, 27535, 26942
196.227.33.189/192.168.1.20, 3594, 16676
172.16.112.207/134.205.165.120, 132, 120
172.16.115.234/206.111.160.131, 44, 40
196.227.33.189/172.16.114.148, 71618, 2561897
172.16.117.52/193.129.91.7, 44, 40
172.16.117.103/160.111.25.70, 44, 40
172.16.114.50/197.218.177.69, 17944, 316598
172.16.114.207/205.177.58.116, 176, 160
172.16.112.194/192.111.228.12, 44, 40
172.16.117.132/199.81.22.67, 88, 80
172.16.112.207/205.177.228.202, 44, 40
172.16.113.105/204.71.242.42, 352, 320
172.16.114.207/207.25.71.25, 132, 120
172.16.117.52/187.187.187.187, 88, 80
172.16.116.201/167.8.167.62, 44, 40
172.16.116.201/198.3.99.101, 88, 80
196.37.75.158/172.16.114.169, 13459, 15127
172.16.112.194/209.133.35.167, 88, 80
172.16.115.234/204.119.128.147, 44, 40
172.16.114.168/192.168.1.20, 3801, 9131
172.16.113.105/209.185.162.46, 88, 80
